prompt_idx,concept_id,template,prompt,min,max,mean,std,p05,p95,flagged_dead
0,asymmetry,t1,a dermoscopic image of an asymmetric skin lesion,0.22160322964191437,0.35403671860694885,0.3084656000137329,0.016794228926301003,0.2774356499314308,0.3328580021858215,False
1,asymmetry,t2,a dermatoscopic image showing a skin lesion with asymmetric shape along both axes,0.2262723594903946,0.3958803117275238,0.3333887755870819,0.019534364342689514,0.2969107836484909,0.36060682982206343,False
2,asymmetry,t3,a close-up photograph of a mole that is asymmetric in outline,0.19919373095035553,0.3490298390388489,0.2848317325115204,0.019337613135576248,0.2515319108963013,0.31519846767187115,False
3,border_irregularity,t1,a dermoscopic image with an irregular and asymmetric border,0.18623732030391693,0.31375443935394287,0.26494869589805603,0.01668977551162243,0.23557392358779908,0.290561680495739,False
4,border_irregularity,t2,"a dermatoscopic image showing a skin lesion with jagged, notched borders",0.2240505814552307,0.3832269012928009,0.3284648358821869,0.020909979939460754,0.28943444788455963,0.3583638563752174,False
5,border_irregularity,t3,a close-up photograph of a mole with poorly defined edges,0.19022521376609802,0.3484564423561096,0.27923285961151123,0.019669000059366226,0.24500132575631142,0.3095549181103706,False
6,colour_variation,t1,a dermoscopic image of a lesion with multiple colours,0.1983260065317154,0.3483872413635254,0.28936198353767395,0.018143031746149063,0.2581958889961243,0.3173146247863769,False
7,colour_variation,t2,"a dermatoscopic image showing variegated pigmentation including brown, black, and red",0.23020397126674652,0.4165279269218445,0.3468376100063324,0.023461757227778435,0.3022703543305397,0.3793821752071381,False
8,colour_variation,t3,a close-up photograph of a skin lesion with uneven color distribution,0.2375902235507965,0.38894593715667725,0.3307460844516754,0.0207414161413908,0.293347030878067,0.36227030009031297,False
9,diameter_large,t1,a dermoscopic image of a large skin lesion greater than six millimetres,0.2236846685409546,0.3714136481285095,0.3192427158355713,0.01881900429725647,0.28451928645372393,0.3467745706439018,False
10,diameter_large,t2,a dermatoscopic image of a wide pigmented lesion,0.2235061675310135,0.3868061900138855,0.32923251390457153,0.019368445500731468,0.2929729729890823,0.35669604390859605,False
11,diameter_large,t3,a close-up photograph of a sizeable mole,0.1878955364227295,0.3316877782344818,0.26156091690063477,0.01819278672337532,0.23147198110818862,0.2912264361977577,False
12,atypical_pigment_network,t1,a dermoscopic image showing an atypical pigment network,0.22455136477947235,0.35611337423324585,0.3049973249435425,0.016438176855444908,0.27521560788154603,0.3289905771613121,False
13,atypical_pigment_network,t2,a dermatoscopic image with an irregular brown grid pattern,0.24141786992549896,0.3997267186641693,0.33335134387016296,0.018940381705760956,0.29846709221601486,0.36036861091852185,False
14,atypical_pigment_network,t3,a close-up photograph of a lesion with a disrupted pigment network,0.23206910490989685,0.38070517778396606,0.3237525224685669,0.019021201878786087,0.29021362364292147,0.3527934402227402,False
15,blue_white_veil,t1,a dermoscopic image showing a blue-white veil,0.19982309639453888,0.331888347864151,0.26519328355789185,0.01869937963783741,0.2353236570954323,0.2963183537125587,False
16,blue_white_veil,t2,a dermatoscopic image with a confluent blue-white area,0.23286202549934387,0.3738490343093872,0.3177458941936493,0.018628450110554695,0.2825468793511391,0.3441044673323631,False
17,blue_white_veil,t3,a close-up photograph of a lesion with bluish-white structureless regions,0.21082599461078644,0.3688596785068512,0.30021932721138,0.02094830572605133,0.2637925460934639,0.3330633342266083,False
18,atypical_vascular_pattern,t1,a dermoscopic image showing atypical vascular structures,0.18030613660812378,0.31965041160583496,0.26519206166267395,0.01506981160491705,0.2406873919069767,0.28923442363739016,False
19,atypical_vascular_pattern,t2,a dermatoscopic image with irregular blood vessels,0.2124263495206833,0.3563520312309265,0.3061507046222687,0.015576652251183987,0.2791744992136955,0.32939876317977906,False
20,atypical_vascular_pattern,t3,a close-up photograph of a lesion containing dotted or linear vessels,0.2306734025478363,0.368660032749176,0.3185519576072693,0.01776491478085518,0.28831769376993177,0.34656871408224105,False
21,irregular_streaks,t1,a dermoscopic image showing irregular radial streaks,0.1580612063407898,0.31945011019706726,0.2567371129989624,0.020626718178391457,0.22118461430072783,0.2882705807685852,False
22,irregular_streaks,t2,a dermatoscopic image with pseudopods at the lesion edge,0.23445691168308258,0.36710572242736816,0.31674712896347046,0.015087406150996685,0.28879019767045977,0.33793376535177233,False
23,irregular_streaks,t3,a close-up photograph of a lesion with streaks at the periphery,0.22679537534713745,0.36125341057777405,0.3058811128139496,0.017537720501422882,0.27651057690382,0.3338943049311638,False
24,irregular_pigmentation,t1,a dermoscopic image with irregular dark pigmented blotches,0.21175236999988556,0.36440056562423706,0.30718114972114563,0.020533833652734756,0.26882869452238084,0.336675351858139,False
25,irregular_pigmentation,t2,a dermatoscopic image showing structureless black areas,0.22759783267974854,0.3830898404121399,0.32288411259651184,0.01868642494082451,0.2891871139407158,0.3502749130129814,False
26,irregular_pigmentation,t3,a close-up photograph of a lesion with patchy dark pigment,0.22154876589775085,0.39888206124305725,0.32718631625175476,0.024073787033557892,0.2840192303061485,0.36397257149219514,False
27,irregular_dots_globules,t1,a dermoscopic image showing irregular dots and globules,0.22029660642147064,0.37291622161865234,0.301249235868454,0.02038043551146984,0.26660687327384947,0.3340054079890251,False
28,irregular_dots_globules,t2,a dermatoscopic image with asymmetrically distributed pigmented globules,0.22806033492088318,0.3753783106803894,0.32358142733573914,0.017506068572402,0.2895952448248863,0.34656070470809935,False
29,irregular_dots_globules,t3,a close-up photograph of a lesion with scattered brown dots,0.2109651416540146,0.38397014141082764,0.321044921875,0.021314332261681557,0.28368263989686965,0.3543566346168518,False
30,regression_structures,t1,a dermoscopic image showing regression structures,0.16350220143795013,0.26879602670669556,0.2232113480567932,0.012740280479192734,0.20285431146621705,0.24498559460043906,False
31,regression_structures,t2,a dermatoscopic image with white scar-like areas and peppering,0.22919200360774994,0.3904252350330353,0.32930541038513184,0.020812472328543663,0.2904333308339119,0.35915034711360927,False
32,regression_structures,t3,a close-up photograph of a lesion with whitish depigmented regions,0.22052589058876038,0.3738245666027069,0.31215959787368774,0.020780395716428757,0.27546810209751127,0.3443812057375908,False
33,symmetric_uniform,t1,a dermoscopic image of a symmetric mole with uniform brown colour,0.21256405115127563,0.366201251745224,0.29267749190330505,0.02267853543162346,0.2537985995411873,0.32895837426185603,False
34,symmetric_uniform,t2,a dermatoscopic image showing a regularly pigmented lesion,0.22372205555438995,0.3924297094345093,0.3326430022716522,0.021086785942316055,0.2926457360386848,0.3621833801269531,False
35,symmetric_uniform,t3,a close-up photograph of a benign-appearing mole,0.1930762678384781,0.33814647793769836,0.2758162319660187,0.017916029319167137,0.245063354074955,0.3040124475955963,False
36,reticular_network,t1,a dermoscopic image showing a regular reticular pigment network,0.22384855151176453,0.3501434326171875,0.3013075292110443,0.01496617030352354,0.27488614767789843,0.3236924931406975,False
37,reticular_network,t2,a dermatoscopic image with an even brown net pattern,0.24563230574131012,0.3973556160926819,0.3408204913139343,0.018427900969982147,0.3066216975450516,0.3666468203067779,False
38,reticular_network,t3,a close-up photograph of a lesion with a uniform grid of pigment,0.22704894840717316,0.37839460372924805,0.32036149501800537,0.01861925981938839,0.288936011493206,0.35017939656972885,False
39,arborizing_vessels,t1,a dermoscopic image showing arborizing tree-like blood vessels,0.1706761121749878,0.3391864001750946,0.27435821294784546,0.019140036776661873,0.24225740283727645,0.3049514442682266,False
40,arborizing_vessels,t2,a dermatoscopic image with branched telangiectatic vessels,0.23727241158485413,0.35772472620010376,0.31333890557289124,0.013630766421556473,0.2891347348690033,0.3330823600292206,False
41,arborizing_vessels,t3,a close-up photograph of a lesion with tree-branch vasculature,0.20232053101062775,0.36815255880355835,0.2936416268348694,0.020625853911042213,0.2607794672250748,0.3286256894469261,False
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.18997488915920258,0.33477064967155457,0.27103373408317566,0.017578665167093277,0.24287819042801856,0.3008809223771095,False
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.21263247728347778,0.37014296650886536,0.3067528009414673,0.022105246782302856,0.2657418981194496,0.33856097757816317,False
